option_1,option_2,c_p_s+k,mid_call,mid_put,K,spot,days,iv_call,iv_put
APD230616P00330000,APD230616C00330000,301.3042722888763,1.175,49.6,330,281.53,70,0.2472120466089584,0.3185235699741817
APD230616P00310000,APD230616C00310000,212.77068002894808,2.775,30.5,310,281.53,70,0.22412081634022615,0.24901146340122307
