option_1,option_2,c_p_s+k,mid_call,mid_put,K,spot,days,iv_call,iv_put
LIN230616P00360000,LIN230616C00360000,277.10466067877525,13.2,16.75,360,355.885,70,0.22418139864621864,0.25403159962467997
LIN230616P00380000,LIN230616C00380000,275.63825293870855,5.550000000000001,28.9,380,355.885,70,0.213069729176408,0.2471561062702293
