symbol,date,time,expirationDate,mid,bid,ask,strike,days,typo,oi,iv_traded,delta_bs,gamma_bs,theta_bs,volume,prem_ivalue,moneyness,iv_bs,vanna_bs,merton,gex,vex
MRK230421C00090000,2023-04-07,10:00:00,2023-04-21,21.975,21.85,22.1,90.0,14,c,465,0.6754938854391151,0.9192677643959257,0.008314236481510306,-0.09558359794457871,6,0.6491308203727115,-0.23583333333333334,0.8133126999134901,6.15484439499655e-12,21.286209203335968,0.04782777248976024,8.99947980098989e-14
MRK230421C00092500,2023-04-07,10:00:00,2023-04-21,19.450000000000003,19.3,19.6,92.5,14,c,322,0.5811030412376152,0.9137332373068574,0.009829728213617273,-0.09008037538258051,10,0.624130820372713,-0.20243243243243247,0.723543258410868,2.4734662973462487e-11,18.7909714776644,0.039156350787505095,2.504432003182921e-13
MRK230421C00095000,2023-04-07,10:00:00,2023-04-21,17.0,16.85,17.15,95.0,14,c,927,0.5353346982644153,0.9007749171113133,0.012043170265485514,-0.09115786735044651,2,0.6741308203727101,-0.17078947368421038,0.6557874028117553,3.8070230538868583e-10,16.29647897292211,0.1381100839989676,1.1097179651131345e-11
MRK230421C00096000,2023-04-07,10:00:00,2023-04-21,16.0,15.9,16.1,96.0,14,c,18,0.5055085767064856,0.8965319865077426,0.013071899811478715,-0.08959326091086517,16,0.6741308203727101,-0.15859374999999987,0.6231026010682967,8.695684459535181e-10,15.299441643977925,0.0029108246532793306,4.92179650079101e-13
MRK230421C00097000,2023-04-07,10:00:00,2023-04-21,14.975,14.8,15.15,97.0,14,c,3,0.4624920156479843,0.8940788037696379,0.014182411227636749,-0.08581169501469255,3,0.6491308203727097,-0.1466494845360824,0.5842488398866523,1.4275039419567942e-09,14.303461588223529,0.0005263518544833037,1.3466227489208068e-13
MRK230421C00097500,2023-04-07,10:00:00,2023-04-21,14.525,14.4,14.65,97.5,14,c,5888,0.4748370081496179,0.887197902213277,0.014948818058968527,-0.08917064157487609,1,0.6991308203727105,-0.14076923076923076,0.5802032464662589,4.513790967862931e-09,13.80611075392604,1.0888786594974083,8.357119657591822e-10
MRK230421C00099000,2023-04-07,10:00:00,2023-04-21,13.05,12.95,13.15,99.0,14,c,3,0.4446777277358936,0.8764910017510452,0.01724382277856762,-0.08834435682188158,3,0.7241308203727108,-0.12348484848484853,0.5366326544570996,2.4659620016063826e-08,12.318505227398468,0.0006399700271131477,2.3262426335478024e-12
MRK230421C00100000,2023-04-07,10:00:00,2023-04-21,12.025,11.9,12.15,100.0,14,c,1586,0.4026767038788842,0.8723116997914282,0.019018096164558074,-0.08433189913466066,1,0.6991308203727105,-0.11224999999999996,0.49810509104173367,4.7732052361745044e-08,11.332893249537008,0.37314278694736003,2.380458789140806e-09
MRK230421C00101000,2023-04-07,10:00:00,2023-04-21,11.1,11.0,11.2,101.0,14,c,6,0.4078123117886698,0.8578368595714814,0.021228150277607938,-0.0877059179731674,2,0.7741308203727097,-0.10123762376237622,0.4806748691415589,3.145773545354489e-07,10.355466592126586,0.0015756807621112902,5.93507323464306e-11
MRK230421C00102000,2023-04-07,10:00:00,2023-04-21,10.075,9.95,10.2,102.0,14,c,38,0.3677933774568662,0.851708094285808,0.023756164342358943,-0.08340339834835575,2,0.7491308203727094,-0.09044117647058814,0.4420002872366365,6.971182254184407e-07,9.390241066951532,0.011167725909223157,8.329854386825728e-10
MRK230421C00103000,2023-04-07,10:00:00,2023-04-21,9.125,9.0,9.25,103.0,14,c,13,0.3509643935660205,0.8369123336800399,0.026785637921022953,-0.08409962688060801,1,0.7991308203727101,-0.07985436893203879,0.417593359993772,3.5267661098111984e-06,8.442433463353693,0.004307746865005982,1.4416750651746993e-09
MRK230421C00104000,2023-04-07,10:00:00,2023-04-21,8.15,8.05,8.25,104.0,14,c,313,0.3267804722884952,0.822780821424729,0.030458346031991823,-0.08260331727926662,5,0.8241308203727105,-0.06947115384615388,0.38747881796386885,1.4245132629128095e-05,7.518462257766686,0.1179384681708482,1.402032918447387e-07
MRK230421C00105000,2023-04-07,10:00:00,2023-04-21,7.199999999999999,7.1,7.3,105.0,14,c,6275,0.3103916683903321,0.8038429950151027,0.03486660551388354,-0.08209587196969004,1,0.8741308203727094,-0.059285714285714164,0.36060878106978766,7.199622343078395e-05,6.6257921564972,2.706625861239358,1.4205967676710472e-05
MRK230421C00106000,2023-04-07,10:00:00,2023-04-21,6.275,6.2,6.35,106.0,14,c,629,0.292325370363555,0.7794552126559662,0.0401111037096058,-0.08215537769072334,1,0.9491308203727105,-0.04929245283018857,0.3360524333133265,0.0004163260762396267,5.77260295539535,0.3121189136193521,8.234393838714604e-06
MRK230421C00107000,2023-04-07,10:00:00,2023-04-21,5.4,5.3,5.5,107.0,14,c,911,0.2803957075029288,0.7466900359861306,0.04599311576924947,-0.08352880100497817,18,1.0741308203727105,-0.03948598130841119,0.3164251249097881,0.002732472650563981,4.967294491672184,0.5183415670375722,7.827472972171769e-05
MRK230421C00108000,2023-04-07,10:00:00,2023-04-21,4.550000000000001,4.45,4.65,108.0,14,c,912,0.271693620414527,0.7073604946714163,0.05271742496759657,-0.08415711226819766,8,1.2241308203727108,-0.029861111111111116,0.2966857805341963,0.015230594839200263,4.217874409622728,0.5947765750669453,0.00043677631463716397
MRK230421C00109000,2023-04-07,10:00:00,2023-04-21,3.725,3.65,3.8,109.0,14,c,569,0.2535210148248503,0.6603719952831266,0.06041114985144702,-0.08340588387887315,12,1.3991308203727102,-0.020412844036697297,0.27594843791537177,0.06367169463889237,3.5313051181838873,0.42524008599188606,0.0011392159353015238
