datetime,symbol,exch,spot,bid,ask,hv_cc_30D,hv_zh_30D,catm_30D,patm_30D,vix_30D,mrtn_30D,skew_30D,q_min,q_max,gex,vex,gamma_flip,hv_zh_5D,hv_cc_5D,lamda,mu_j,sig_j,q,r,volume,volume10D,open,high,low,hv_hl_30D,hv_hl_5D
2023-02-21 09:45:00,MRK,NYSE,109.14,109.04,109.24,0.1944884413200352,0.4124333492342173,0.1931200540594996,0.2123562495780847,0.2101442409198242,0.1526455946840083,123.48034962887904,0.1825616207292714,0.2569287643559952,31.969867306933445,-0.1979255083966191,101.61147735883544,0.3326155464226493,0.2235945193430914,13.363636367925649,-0.0139044788766477,0.0399661418137502,0.025200877,0.0467999999999999,512520,7736020,106.33,109.52,108.63,0.4822263021651306,0.4023234556527816
2023-02-21 14:00:00,MRK,NYSE,109.485,109.48,109.49,0.2142268160046272,0.4048911919615765,0.1765493463277405,0.2312170353148296,0.2151655168270632,0.1497960680283551,120.71512753853722,0.1785280871360567,0.2417961704170645,35.55388605668131,-0.1396603192410697,103.2408663947026,0.2191421386435569,0.148646878663703,15.272727272809654,-0.0143784656990699,0.0342510546223561,0.025200877,0.04693,3531374,7736020,108.9,109.88,108.63,0.4862067177100509,0.3218587950923934
2023-02-21 16:52:00,MRK,NYSE,109.07,109.07,109.07,0.2142268160046272,0.4048911919615765,0.1897677960412579,0.2222405567871123,0.216371487687358,0.149796068028206,121.69008891460996,0.1821270237843577,0.249680771663044,33.65682315791755,-0.1478872792791856,101.20716959465187,0.2191421386435569,0.148646878663703,15.272727272727284,-0.0159034071560986,0.0355733595273781,0.025200877,0.04688,6724279,7736020,108.9,109.88,108.63,0.4862067177100509,0.3218587950923934
2023-02-22 10:59:00,MRK,NYSE,110.035,110.0,110.07,0.1811638879313877,0.4017261788325433,0.1887550822930601,0.2086214092590964,0.2336981917470819,0.1498890424698308,115.66212151274624,0.180064089807562,0.2492952886937665,41.300911492408034,-0.1093956519222032,101.97783098912625,0.2189263701863739,0.1412873383576387,15.272727272727272,-0.0158641148620949,0.0353065636152151,0.02530485,0.047,1657680,7504690,110.21,110.32,109.16,0.4707788859756588,0.3104955407927058
2023-02-22 14:17:00,MRK,NYSE,109.8,109.78,109.82,0.1811638879313877,0.4017261788325433,0.1842455001205084,0.2185158207840472,0.2311611357577118,0.1498890424698308,114.92796886492675,0.1794358339077451,0.2491921652991524,40.96850379679881,-0.1214633832272576,101.98355015333584,0.2189263701863739,0.1412873383576387,15.272727272727527,-0.0158641148620876,0.0345556135593982,0.02530485,0.0469,3291211,7504690,110.21,110.32,109.16,0.4707788859756588,0.3104955407927058
2023-02-22 15:45:00,MRK,NYSE,109.07,109.07,109.07,0.1811638879313877,0.4017261788325433,0.1946389728673454,0.2207937687458863,0.2160214065738703,0.1498890424699114,113.78048126435893,0.1833840706556556,0.2592449793217538,35.466032975884985,-0.1495869625118777,101.29852274602638,0.2189263701863739,0.1412873383576387,15.272727272727272,-0.0158641148621056,0.0372004509662128,0.02530485,0.04695,4596272,7504690,110.21,110.32,108.985,0.4707788859756588,0.3104955407927058
2023-02-23 10:00:00,MRK,NYSE,109.56,109.51,109.61,0.1808288849143667,0.4013965856450399,0.225281513603486,0.1925965527276293,0.2234665536053716,0.1495612245951987,116.57994769155768,0.1906692391522233,0.2768000371534729,30.26252043896874,-0.1090947211237044,85.64867543804246,0.2321460068125869,0.1231263169712128,15.272727272727272,-0.0160016965435978,0.0417456793932017,0.025283987,0.0469,678504,7435240,109.26,110.685,109.115,0.4689229934969048,0.3134687831556285
2023-02-24 10:01:00,MRK,NYSE,109.845,109.86,109.83,0.1845963700229202,0.399470481339735,0.1772468322169486,0.2381879439012189,0.218434186413383,0.1491476990479649,114.791177497545,0.1812644965898546,0.2545447485243762,52.88771006642936,-0.1260483397847329,103.49086448454712,0.2374629862918085,0.1539393457616388,15.272727272727272,-0.005974145882559,0.0388875038357797,0.02495705,0.0471,445635,7268180,110.09,110.32,109.31,0.4675932547302116,0.3333385353749218
2023-02-24 14:06:00,MRK,NYSE,109.6,109.59,109.61,0.1845963700229202,0.399470481339735,0.1941043779692937,0.2179549101409775,0.2403142592058888,0.1491476990479648,116.01988038457053,0.1832882765067201,0.2559612675040978,47.76745937060082,-0.1406793002507122,102.47543626204012,0.2374629862918085,0.1539393457616388,15.272727277174145,-0.0159310556846333,0.0372860543247644,0.02495705,0.04698,2623376,7268180,110.09,110.32,108.885,0.4675932547302116,0.3333385353749218
2023-02-24 15:45:00,MRK,NYSE,110.16,110.14,110.18,0.1845963700229202,0.399470481339735,0.1700264147976783,0.2349069572197373,0.2384343343507763,0.1491476990479649,115.523768862863,0.1801436840302956,0.2462993033107884,44.20655694883976,-0.1006229522048389,101.59663948308037,0.2374629862918085,0.1539393457616388,15.272727272727272,-0.0073534355259547,0.0374993947546821,0.02495705,0.04703,3546274,7268180,110.09,110.32,108.885,0.4675932547302116,0.3333385353749218
2023-02-27 10:00:00,MRK,NYSE,109.465,109.47,109.46,0.1846157050644636,0.3992262615340831,0.1865554573378554,0.221757737988529,0.213506671349454,0.1492525115284465,114.34196445768713,0.1786314640662688,0.2460486279558887,43.193337659812016,-0.1275691639192107,102.39710818819812,0.1891777385411557,0.1061172754977845,15.272727272727542,-0.0156100944935812,0.0351784929058258,0.025116025,0.047,435849,7049340,110.03,110.22,109.35,0.4666074070916184,0.2298904937102625
2023-02-28 10:12:00,MRK,NYSE,108.075,108.07,108.08,0.1971239845777722,0.4014595722559917,0.1834325146323971,0.2448782633307795,0.222821920563195,0.1525471213337991,111.30211128159132,0.1862643606854691,0.278352593404826,34.83370249818393,-0.1351621816706469,103.6608703192646,0.2176485428715353,0.2020414512831676,11.454545454545562,-0.0023473138188651,0.051213980095783,0.025237747,0.0473,853000,6853900,108.825,109.26,107.62,0.4711255611327422,0.2840105511463362
