datetime,symbol,exch,spot,bid,ask,hv_cc_30D,hv_zh_30D,catm_30D,patm_30D,vix_30D,mrtn_30D,skew_30D,q_min,q_max,gex,vex,gamma_flip,hv_zh_5D,hv_cc_5D,lamda,mu_j,sig_j,q,r,volume,volume10D,open,high,low,hv_hl_30D,hv_hl_5D
2023-02-21 09:45:00,UNH,NYSE,496.61,495.03,498.19,0.2327507215346872,0.4489360810534583,0.2367294734049727,0.2166399453026601,0.2346172321690744,0.2092674391102451,115.42794213617552,0.2143609570857396,0.2530451677186903,58.76922501189888,-0.6448735825676373,479.2124200331811,0.2291070772296536,0.1795311183641712,17.181818181818183,0.0085859529044624,0.0226492270147014,0.012823596,0.0467999999999999,289339,3152490,487.38,501.395,496.56,0.5435541240109771,0.2771556674598203
2023-02-21 14:00:00,UNH,NYSE,492.7,492.59,492.81,0.2268500527374929,0.4474736973555904,0.208645124723806,0.2351140885483836,0.2386143359261668,0.2109379268199314,113.86497681833175,0.218443611619966,0.2543177858252795,50.21035452990365,-0.4333758733701634,478.92930541657455,0.1819967778117324,0.1314154403787432,19.090909090909093,0.0060880427580293,0.0226413161407781,0.012823596,0.04693,1532812,3152490,496.7,501.395,491.9101,0.5443547688254682,0.2652701623469991
2023-02-21 16:51:00,UNH,NYSE,491.31,491.31,491.31,0.2268500527374929,0.4474736973555904,0.2166355410955878,0.2354045931816744,0.2376446026491117,0.2088859653351841,113.4053317713344,0.2169248923594156,0.2513669338025395,44.77874963581488,-0.4101891272450224,479.06121521385575,0.1819967778117324,0.1314154403787432,19.090909090909093,0.0060880427580293,0.0226412985777022,0.012823596,0.04688,2227264,3152490,496.7,501.395,490.5,0.5443547688254682,0.2652701623469991
2023-02-22 10:59:00,UNH,NYSE,489.995,489.97,490.02,0.2280880577734083,0.4464095295732926,0.2180676399374955,0.2290045590875028,0.2378596814840042,0.2078999154600882,114.71605825110524,0.2142917162246372,0.2536221890287211,36.59420931994666,-0.3834108415086453,446.1500786194627,0.191887822321692,0.1390647504030364,19.09132794043938,0.0060745183708398,0.0226452882179007,0.013026399,0.047,728170,3022720,492.81,493.6864,488.88,0.5438741015179709,0.2808967415989996
2023-02-22 14:16:00,UNH,NYSE,491.485,491.16,491.81,0.2280880577734083,0.4464095295732926,0.2066320392312503,0.2497386563751407,0.2371125021496432,0.2015666718270714,113.34344692342307,0.209905025551526,0.2457122801982839,50.50329842844919,-0.4016058546922571,481.9806532989484,0.191887822321692,0.1390647504030364,19.090909090909093,0.0060745023585088,0.0226452882276891,0.013026399,0.0469,1544668,3022720,492.81,493.6864,488.88,0.5438741015179709,0.2808967415989996
2023-02-22 15:45:00,UNH,NYSE,490.125,490.01,490.24,0.2280880577734083,0.4464095295732926,0.205935729595161,0.2401164644963801,0.2366778088231293,0.2014860117368315,113.47575604363904,0.2098390233613519,0.2456393835643576,41.65317266362667,-0.3735776837553926,433.0338599938883,0.191887822321692,0.1390647504030364,19.090909090913858,0.0060745023585088,0.0226452882179232,0.013026399,0.04695,1916537,3022720,492.81,493.6864,488.69,0.5438741015179709,0.2808967415989996
2023-02-23 10:00:00,UNH,NYSE,489.245,488.98,489.51,0.2272611077503686,0.4456151391754155,0.2335912671865429,0.2170968384718798,0.2278522722993994,0.204045350462122,113.04499598367528,0.2120822755337449,0.2479996172082765,26.131257056125715,-0.3595320391017753,403.7328330469771,0.1875989295308377,0.141591488552977,19.090909090909093,0.0060553855786615,0.022649102087186,0.013090879,0.0469,320474,2981410,486.66,492.56,486.25,0.5427934363192216,0.2837280088650636
2023-02-24 10:00:00,UNH,NYSE,490.655,490.44,490.87,0.2236142980064734,0.445201754535357,0.1899958942175383,0.2510304464415799,0.2238948842440241,0.1749394690529798,116.80348269736292,0.1999557370455139,0.2502967054221647,80.45232348292316,-0.3845109427166193,1086.6994568094988,0.1963483140793994,0.1472817931420909,19.090909090909093,0.0061691065927914,0.0306930981575147,0.013016332,0.0471,220937,2886100,489.58,492.51,487.2,0.5409126139221728,0.2996268957983225
2023-02-24 14:05:00,UNH,NYSE,488.935,488.91,488.96,0.2236142980064734,0.445201754535357,0.2127858068196837,0.2272359933452028,0.2292712984212123,0.1927480138425812,113.17133585937832,0.2027209369844939,0.236917354447303,19.05315950289733,-0.3824033700640619,321.0684361692128,0.1963483140793994,0.1472817931420909,19.090909090909093,0.0061691065727424,0.0226997351447659,0.013016332,0.04698,1143289,2886100,489.58,492.51,485.64,0.5409126139221728,0.2996268957983225
2023-02-24 15:45:00,UNH,NYSE,488.7000000000001,488.68,488.72,0.2236142980064734,0.445201754535357,0.1778511080224436,0.2414839189699318,0.2276171900741582,0.1749394684720258,111.49851867551207,0.1988422431641951,0.2500240165344927,47.8743816757785,-0.371746249532684,242.9604255655973,0.1963483140793994,0.1472817931420909,19.090909090909093,0.0061691066020933,0.0301639754655797,0.013016332,0.04703,1545264,2886100,489.58,492.51,485.64,0.5409126139221728,0.2996268957983225
