option_1,option_2,c_p_s+k,mid_call,mid_put,K,spot,days,iv_call,iv_put
PEP230616P00185000,PEP230616C00185000,179.4357284043735,3.95,6.35,185.0,182.68,70,0.14484100494432411,0.1738434359564936
PEP230616P00195000,PEP230616C00195000,153.2025245343375,0.955,13.0,195.0,182.68,70,0.13806681836981488,0.1682636282197316
PEP230519P00195000,PEP230519C00195000,142.62333258084288,0.415,13.075,195.0,182.68,42,0.1411588317415052,0.20389721100850888
PEP230616P00190000,PEP230616C00190000,142.56912646935564,2.19,9.175,190.0,182.68,70,0.1452057731979501,0.16466745392344775
