option_1,option_2,c_p_s+k,mid_call,mid_put,K,spot,days,iv_call,iv_put
EOG230616P00139200,EOG230616C00139200,160.99380212912882,2.05,19.35,139.2,122.22,70,0.33217009522165936,0.3922738771346942
EOG230616P00131000,EOG230616C00131000,148.3950293025561,4.05,13.1,131.0,122.22,70,0.33661601572569905,0.3797771846018183
EOG230616P00136000,EOG230616C00136000,145.528427367538,2.725,16.7,136.0,122.22,70,0.33501639375619546,0.3814983241340969
EOG230519P00135000,EOG230519C00135000,144.70076870981413,1.525,15.0,135.0,122.22,42,0.32731218413766106,0.4109954846281696
EOG230421P00137500,EOG230421C00137500,142.57867885978186,0.15,16.6,137.5,122.22,14,0.3433760885879102,0.6236254487596876
EOG230428P00135000,EOG230428C00135000,139.65289325752383,0.3,14.1,135.0,122.22,21,0.2838167154020486,0.4648397724068217
EOG230421P00135000,EOG230421C00135000,139.61361197142315,0.125,14.05,135.0,122.22,14,0.28935422369987873,0.5538446847149548
