option_1,option_2,c_p_s+k,mid_call,mid_put,K,spot,days,iv_call,iv_put
UPS230616P00220000,UPS230616C00220000,294.3695148592525,0.4499999999999999,32.675,220.0,188.68,70,0.21419852663370934,0.32633270487339966
UPS230616P00210000,UPS230616C00210000,288.6027187292889,1.39,23.65,210.0,188.68,70,0.22012010728473583,0.2954010963686558
UPS230616P00200000,UPS230616C00200000,265.8359225993223,3.6,15.725,200.0,188.68,70,0.22991109766049628,0.2792757010031092
UPS230616P00195000,UPS230616C00195000,256.2025245343375,5.425,12.5,195.0,188.68,70,0.23751083228674272,0.2803347384790639
UPS230519P00220000,UPS230519C00220000,247.5494008604393,0.205,32.775,220.0,188.68,42,0.23933710858898613,0.40755269409499123
UPS230616P00190000,UPS230616C00190000,241.5691264693555,7.75,9.725,190.0,188.68,70,0.2456269385060047,0.2831269539634264
UPS230526P00205000,UPS230526C00205000,236.16411343242092,1.575,18.925,205.0,188.68,49,0.23345147728856275,0.3079144115704784
